example,step,autonomy,coordination,seed
collapse,193,0.0179862100,0.0179862100,7
collapse,194,0.0179862100,0.0179862100,7
collapse,195,0.0179862100,0.0179862100,7
collapse,196,0.0179862100,0.0179862100,7
collapse,197,0.0179862100,0.0179862100,7
collapse,198,0.0179862100,0.0179862100,7
collapse,199,0.0179862100,0.0179862100,7
collapse,200,0.0179862100,0.0179862100,7
equilibrium,0,0.4823832765,0.4650849174,7
equilibrium,1,0.7240751327,0.7171097400,7
equilibrium,2,0.8097135948,0.8075579084,7
equilibrium,3,0.8347161171,0.8341204393,7
equilibrium,4,0.8415001086,0.8413411437,7
equilibrium,5,0.8433014007,0.8432593836,7
equilibrium,6,0.8437768726,0.8437657951,7
equilibrium,7,0.8439021826,0.8438992641,7
equilibrium,8,0.8439351943,0.8439344255,7
equilibrium,9,0.8439438899,0.8439436874,7
equilibrium,10,0.8439461804,0.8439461270,7
equilibrium,11,0.8439467837,0.8439467696,7
equilibrium,12,0.8439469426,0.8439469389,7
equilibrium,13,0.8439469844,0.8439469835,7
equilibrium,14,0.8439469955,0.8439469952,7
equilibrium,15,0.8439469984,0.8439469983,7
equilibrium,16,0.8439469991,0.8439469991,7
equilibrium,17,0.8439469993,0.8439469993,7
equilibrium,18,0.8439469994,0.8439469994,7
equilibrium,19,0.8439469994,0.8439469994,7
equilibrium,20,0.8439469994,0.8439469994,7
equilibrium,21,0.8439469994,0.8439469994,7
equilibrium,22,0.8439469994,0.8439469994,7
equilibrium,23,0.8439469994,0.8439469994,7
equilibrium,24,0.8439469994,0.8439469994,7
equilibrium,25,0.8439469994,0.8439469994,7
equilibrium,26,0.8439469994,0.8439469994,7
equilibrium,27,0.8439469994,0.8439469994,7
equilibrium,28,0.8439469994,0.8439469994,7
equilibrium,29,0.8439469994,0.8439469994,7
equilibrium,30,0.8439469994,0.8439469994,7
equilibrium,31,0.8439469994,0.8439469994,7
equilibrium,32,0.8439469994,0.8439469994,7
equilibrium,33,0.8439469994,0.8439469994,7
equilibrium,34,0.8439469994,0.8439469994,7
equilibrium,35,0.8439469994,0.8439469994,7
equilibrium,36,0.8439469994,0.8439469994,7
equilibrium,37,0.8439469994,0.8439469994,7
equilibrium,38,0.8439469994,0.8439469994,7
equilibrium,39,0.8439469994,0.8439469994,7
equilibrium,40,0.8439469994,0.8439469994,7
equilibrium,41,0.8439469994,0.8439469994,7
equilibrium,42,0.8439469994,0.8439469994,7
equilibrium,43,0.8439469994,0.8439469994,7
equilibrium,44,0.8439469994,0.8439469994,7
equilibrium,45,0.8439469994,0.8439469994,7
equilibrium,46,0.8439469994,0.8439469994,7
equilibrium,47,0.8439469994,0.8439469994,7
equilibrium,48,0.8439469994,0.8439469994,7
equilibrium,49,0.8439469994,0.8439469994,7
equilibrium,50,0.8439469994,0.8439469994,7
equilibrium,51,0.8439469994,0.8439469994,7
equilibrium,52,0.8439469994,0.8439469994,7
equilibrium,53,0.8439469994,0.8439469994,7
equilibrium,54,0.8439469994,0.8439469994,7
equilibrium,55,0.8439469994,0.8439469994,7
equilibrium,56,0.8439469994,0.8439469994,7
equilibrium,57,0.8439469994,0.8439469994,7
equilibrium,58,0.8439469994,0.8439469994,7
equilibrium,59,0.8439469994,0.8439469994,7
equilibrium,60,0.8439469994,0.8439469994,7
equilibrium,61,0.8439469994,0.8439469994,7
equilibrium,62,0.8439469994,0.8439469994,7
equilibrium,63,0.8439469994,0.8439469994,7
equilibrium,64,0.8439469994,0.8439469994,7
equilibrium,65,0.8439469994,0.8439469994,7
equilibrium,66,0.8439469994,0.8439469994,7
equilibrium,67,0.8439469994,0.8439469994,7
equilibrium,68,0.8439469994,0.8439469994,7
equilibrium,69,0.8439469994,0.8439469994,7
equilibrium,70,0.8439469994,0.8439469994,7
equilibrium,71,0.8439469994,0.8439469994,7
equilibrium,72,0.8439469994,0.8439469994,7
equilibrium,73,0.8439469994,0.8439469994,7
equilibrium,74,0.8439469994,0.8439469994,7
equilibrium,75,0.8439469994,0.8439469994,7
equilibrium,76,0.8439469994,0.8439469994,7
equilibrium,77,0.8439469994,0.8439469994,7
equilibrium,78,0.8439469994,0.8439469994,7
equilibrium,79,0.8439469994,0.8439469994,7
equilibrium,80,0.8439469994,0.8439469994,7
equilibrium,81,0.8439469994,0.8439469994,7
equilibrium,82,0.8439469994,0.8439469994,7
equilibrium,83,0.8439469994,0.8439469994,7
equilibrium,84,0.8439469994,0.8439469994,7
equilibrium,85,0.8439469994,0.8439469994,7
equilibrium,86,0.8439469994,0.8439469994,7
equilibrium,87,0.8439469994,0.8439469994,7
equilibrium,88,0.8439469994,0.8439469994,7
equilibrium,89,0.8439469994,0.8439469994,7
equilibrium,90,0.8439469994,0.8439469994,7
equilibrium,91,0.8439469994,0.8439469994,7
equilibrium,92,0.8439469994,0.8439469994,7
equilibrium,93,0.8439469994,0.8439469994,7
equilibrium,94,0.8439469994,0.8439469994,7
equilibrium,95,0.8439469994,0.8439469994,7
equilibrium,96,0.8439469994,0.8439469994,7
equilibrium,97,0.8439469994,0.8439469994,7
equilibrium,98,0.8439469994,0.8439469994,7
equilibrium,99,0.8439469994,0.8439469994,7
equilibrium,100,0.8439469994,0.8439469994,7
equilibrium,101,0.8439469994,0.8439469994,7
equilibrium,102,0.8439469994,0.8439469994,7
equilibrium,103,0.8439469994,0.8439469994,7
equilibrium,104,0.8439469994,0.8439469994,7
equilibrium,105,0.8439469994,0.8439469994,7
equilibrium,106,0.8439469994,0.8439469994,7
equilibrium,107,0.8439469994,0.8439469994,7
equilibrium,108,0.8439469994,0.8439469994,7
equilibrium,109,0.8439469994,0.8439469994,7
equilibrium,110,0.8439469994,0.8439469994,7
equilibrium,111,0.8439469994,0.8439469994,7
equilibrium,112,0.8439469994,0.8439469994,7
equilibrium,113,0.8439469994,0.8439469994,7
equilibrium,114,0.8439469994,0.8439469994,7
equilibrium,115,0.8439469994,0.8439469994,7
equilibrium,116,0.8439469994,0.8439469994,7
equilibrium,117,0.8439469994,0.8439469994,7
equilibrium,118,0.8439469994,0.8439469994,7
equilibrium,119,0.8439469994,0.8439469994,7
equilibrium,120,0.8439469994,0.8439469994,7
equilibrium,121,0.8439469994,0.8439469994,7
equilibrium,122,0.8439469994,0.8439469994,7
equilibrium,123,0.8439469994,0.8439469994,7
equilibrium,124,0.8439469994,0.8439469994,7
equilibrium,125,0.8439469994,0.8439469994,7
equilibrium,126,0.8439469994,0.8439469994,7
equilibrium,127,0.8439469994,0.8439469994,7
equilibrium,128,0.8439469994,0.8439469994,7
equilibrium,129,0.8439469994,0.8439469994,7
equilibrium,130,0.8439469994,0.8439469994,7
equilibrium,131,0.8439469994,0.8439469994,7
equilibrium,132,0.8439469994,0.8439469994,7
equilibrium,133,0.8439469994,0.8439469994,7
equilibrium,134,0.8439469994,0.8439469994,7
equilibrium,135,0.8439469994,0.8439469994,7
equilibrium,136,0.8439469994,0.8439469994,7
equilibrium,137,0.8439469994,0.8439469994,7
equilibrium,138,0.8439469994,0.8439469994,7
equilibrium,139,0.8439469994,0.8439469994,7
equilibrium,140,0.8439469994,0.8439469994,7
equilibrium,141,0.8439469994,0.8439469994,7
equilibrium,142,0.8439469994,0.8439469994,7
equilibrium,143,0.8439469994,0.8439469994,7
equilibrium,144,0.8439469994,0.8439469994,7
equilibrium,145,0.8439469994,0.8439469994,7
equilibrium,146,0.8439469994,0.8439469994,7
equilibrium,147,0.8439469994,0.8439469994,7
equilibrium,148,0.8439469994,0.8439469994,7
equilibrium,149,0.8439469994,0.8439469994,7
equilibrium,150,0.8439469994,0.8439469994,7
equilibrium,151,0.8439469994,0.8439469994,7
equilibrium,152,0.8439469994,0.8439469994,7
equilibrium,153,0.8439469994,0.8439469994,7
equilibrium,154,0.8439469994,0.8439469994,7
equilibrium,155,0.8439469994,0.8439469994,7
equilibrium,156,0.8439469994,0.8439469994,7
equilibrium,157,0.8439469994,0.8439469994,7
equilibrium,158,0.8439469994,0.8439469994,7
equilibrium,159,0.8439469994,0.8439469994,7
equilibrium,160,0.8439469994,0.8439469994,7
equilibrium,161,0.8439469994,0.8439469994,7
equilibrium,162,0.8439469994,0.8439469994,7
equilibrium,163,0.8439469994,0.8439469994,7
equilibrium,164,0.8439469994,0.8439469994,7
equilibrium,165,0.8439469994,0.8439469994,7
equilibrium,166,0.8439469994,0.8439469994,7
equilibrium,167,0.8439469994,0.8439469994,7
equilibrium,168,0.8439469994,0.8439469994,7
equilibrium,169,0.8439469994,0.8439469994,7
equilibrium,170,0.8439469994,0.8439469994,7
equilibrium,171,0.8439469994,0.8439469994,7
equilibrium,172,0.8439469994,0.8439469994,7
equilibrium,173,0.8439469994,0.8439469994,7
equilibrium,174,0.8439469994,0.8439469994,7
equilibrium,175,0.8439469994,0.8439469994,7
equilibrium,176,0.8439469994,0.8439469994,7
equilibrium,177,0.8439469994,0.8439469994,7
equilibrium,178,0.8439469994,0.8439469994,7
equilibrium,179,0.8439469994,0.8439469994,7
equilibrium,180,0.8439469994,0.8439469994,7
equilibrium,181,0.8439469994,0.8439469994,7
equilibrium,182,0.8439469994,0.8439469994,7
equilibrium,183,0.8439469994,0.8439469994,7
equilibrium,184,0.8439469994,0.8439469994,7
equilibrium,185,0.8439469994,0.8439469994,7
equilibrium,186,0.8439469994,0.8439469994,7
equilibrium,187,0.8439469994,0.8439469994,7
equilibrium,188,0.8439469994,0.8439469994,7
equilibrium,189,0.8439469994,0.8439469994,7
equilibrium,190,0.8439469994,0.8439469994,7
equilibrium,191,0.8439469994,0.8439469994,7
equilibrium,192,0.8439469994,0.8439469994,7
equilibrium,193,0.8439469994,0.8439469994,7
equilibrium,194,0.8439469994,0.8439469994,7
equilibrium,195,0.8439469994,0.8439469994,7
equilibrium,196,0.8439469994,0.8439469994,7
equilibrium,197,0.8439469994,0.8439469994,7
equilibrium,198,0.8439469994,0.8439469994,7
equilibrium,199,0.8439469994,0.8439469994,7
equilibrium,200,0.8439469994,0.8439469994,7
lock-in,0,0.4823832765,0.4650849174,7
lock-in,1,0.2899610721,0.2690666283,7
lock-in,2,0.3784001395,0.3493924040,7
lock-in,3,0.3450726504,0.3068652391,7
lock-in,4,0.3688122499,0.3172236900,7
lock-in,5,0.3702206688,0.3013659805,7
lock-in,6,0.3857950056,0.2935611429,7
lock-in,7,0.4006747207,0.2776681955,7
lock-in,8,0.4232799123,0.2597318964,7
lock-in,9,0.4520558180,0.2361948069,7
lock-in,10,0.4898345031,0.2081960469,7
lock-in,11,0.5366553247,0.1761074329,7
lock-in,12,0.5911885411,0.1425333312,7
lock-in,13,0.6484524634,0.1110868211,7
lock-in,14,0.7011033910,0.0853613059,7
lock-in,15,0.7428360532,0.0670013521,7
lock-in,16,0.7716526710,0.0553393513,7
lock-in,17,0.7895056099,0.0485251063,7
lock-in,18,0.7997785375,0.0447461279,7
lock-in,19,0.8054281606,0.0427121015,7
lock-in,20,0.8084558772,0.0416349644,7
lock-in,21,0.8100556626,0.0410694712,7
lock-in,22,0.8108945831,0.0407739365,7
lock-in,23,0.8113327554,0.0406198530,7
lock-in,24,0.8115611365,0.0405396176,7
lock-in,25,0.8116800416,0.0404978640,7
lock-in,26,0.8117419135,0.0404761431,7
lock-in,27,0.8117740989,0.0404648455,7
lock-in,28,0.8117908389,0.0404589699,7
lock-in,29,0.8117995448,0.0404559143,7
lock-in,30,0.8118040724,0.0404543253,7
lock-in,31,0.8118064269,0.0404534989,7
lock-in,32,0.8118076513,0.0404530692,7
lock-in,33,0.8118082880,0.0404528457,7
lock-in,34,0.8118086191,0.0404527295,7
lock-in,35,0.8118087913,0.0404526691,7
lock-in,36,0.8118088809,0.0404526376,7
lock-in,37,0.8118089274,0.0404526213,7
lock-in,38,0.8118089516,0.0404526128,7
lock-in,39,0.8118089642,0.0404526084,7
lock-in,40,0.8118089708,0.0404526061,7
lock-in,41,0.8118089742,0.0404526049,7
lock-in,42,0.8118089759,0.0404526043,7
lock-in,43,0.8118089769,0.0404526039,7
lock-in,44,0.8118089773,0.0404526038,7
lock-in,45,0.8118089776,0.0404526037,7
lock-in,46,0.8118089777,0.0404526036,7
lock-in,47,0.8118089778,0.0404526036,7
lock-in,48,0.8118089778,0.0404526036,7
lock-in,49,0.8118089778,0.0404526036,7
lock-in,50,0.8118089779,0.0404526036,7
lock-in,51,0.8118089779,0.0404526036,7
lock-in,52,0.8118089779,0.0404526036,7
lock-in,53,0.8118089779,0.0404526036,7
lock-in,54,0.8118089779,0.0404526036,7
lock-in,55,0.8118089779,0.0404526036,7
lock-in,56,0.8118089779,0.0404526036,7
lock-in,57,0.8118089779,0.0404526036,7
lock-in,58,0.8118089779,0.0404526036,7
lock-in,59,0.8118089779,0.0404526036,7
lock-in,60,0.8118089779,0.0404526036,7
lock-in,61,0.8118089779,0.0404526036,7
lock-in,62,0.8118089779,0.0404526036,7
lock-in,63,0.8118089779,0.0404526036,7
lock-in,64,0.8118089779,0.0404526036,7
lock-in,65,0.8118089779,0.0404526036,7
lock-in,66,0.8118089779,0.0404526036,7
lock-in,67,0.8118089779,0.0404526036,7
lock-in,68,0.8118089779,0.0404526036,7
lock-in,69,0.8118089779,0.0404526036,7
lock-in,70,0.8118089779,0.0404526036,7
lock-in,71,0.8118089779,0.0404526036,7
lock-in,72,0.8118089779,0.0404526036,7
lock-in,73,0.8118089779,0.0404526036,7
lock-in,74,0.8118089779,0.0404526036,7
lock-in,75,0.8118089779,0.0404526036,7
lock-in,76,0.8118089779,0.0404526036,7
lock-in,77,0.8118089779,0.0404526036,7
lock-in,78,0.8118089779,0.0404526036,7
lock-in,79,0.8118089779,0.0404526036,7
lock-in,80,0.8118089779,0.0404526036,7
lock-in,81,0.8118089779,0.0404526036,7
lock-in,82,0.8118089779,0.0404526036,7
lock-in,83,0.8118089779,0.0404526036,7
lock-in,84,0.8118089779,0.0404526036,7
lock-in,85,0.8118089779,0.0404526036,7
lock-in,86,0.8118089779,0.0404526036,7
lock-in,87,0.8118089779,0.0404526036,7
lock-in,88,0.8118089779,0.0404526036,7
lock-in,89,0.8118089779,0.0404526036,7
lock-in,90,0.8118089779,0.0404526036,7
lock-in,91,0.8118089779,0.0404526036,7
lock-in,92,0.8118089779,0.0404526036,7
lock-in,93,0.8118089779,0.0404526036,7
lock-in,94,0.8118089779,0.0404526036,7
lock-in,95,0.8118089779,0.0404526036,7
lock-in,96,0.8118089779,0.0404526036,7
lock-in,97,0.8118089779,0.0404526036,7
lock-in,98,0.8118089779,0.0404526036,7
lock-in,99,0.8118089779,0.0404526036,7
lock-in,100,0.8118089779,0.0404526036,7
lock-in,101,0.8118089779,0.0404526036,7
lock-in,102,0.8118089779,0.0404526036,7
lock-in,103,0.8118089779,0.0404526036,7
lock-in,104,0.8118089779,0.0404526036,7
lock-in,105,0.8118089779,0.0404526036,7
lock-in,106,0.8118089779,0.0404526036,7
lock-in,107,0.8118089779,0.0404526036,7
lock-in,108,0.8118089779,0.0404526036,7
lock-in,109,0.8118089779,0.0404526036,7
lock-in,110,0.8118089779,0.0404526036,7
lock-in,111,0.8118089779,0.0404526036,7
lock-in,112,0.8118089779,0.0404526036,7
lock-in,113,0.8118089779,0.0404526036,7
lock-in,114,0.8118089779,0.0404526036,7
lock-in,115,0.8118089779,0.0404526036,7
lock-in,116,0.8118089779,0.0404526036,7
lock-in,117,0.8118089779,0.0404526036,7
lock-in,118,0.8118089779,0.0404526036,7
lock-in,119,0.8118089779,0.0404526036,7
lock-in,120,0.8118089779,0.0404526036,7
lock-in,121,0.8118089779,0.0404526036,7
lock-in,122,0.8118089779,0.0404526036,7
lock-in,123,0.8118089779,0.0404526036,7
lock-in,124,0.8118089779,0.0404526036,7
lock-in,125,0.8118089779,0.0404526036,7
lock-in,126,0.8118089779,0.0404526036,7
lock-in,127,0.8118089779,0.0404526036,7
lock-in,128,0.8118089779,0.0404526036,7
lock-in,129,0.8118089779,0.0404526036,7
lock-in,130,0.8118089779,0.0404526036,7
lock-in,131,0.8118089779,0.0404526036,7
lock-in,132,0.8118089779,0.0404526036,7
lock-in,133,0.8118089779,0.0404526036,7
lock-in,134,0.8118089779,0.0404526036,7
lock-in,135,0.8118089779,0.0404526036,7
lock-in,136,0.8118089779,0.0404526036,7
lock-in,137,0.8118089779,0.0404526036,7
lock-in,138,0.8118089779,0.0404526036,7
lock-in,139,0.8118089779,0.0404526036,7
lock-in,140,0.8118089779,0.0404526036,7
lock-in,141,0.8118089779,0.0404526036,7
lock-in,142,0.8118089779,0.0404526036,7
lock-in,143,0.8118089779,0.0404526036,7
lock-in,144,0.8118089779,0.0404526036,7
lock-in,145,0.8118089779,0.0404526036,7
lock-in,146,0.8118089779,0.0404526036,7
lock-in,147,0.8118089779,0.0404526036,7
lock-in,148,0.8118089779,0.0404526036,7
lock-in,149,0.8118089779,0.0404526036,7
lock-in,150,0.8118089779,0.0404526036,7
lock-in,151,0.8118089779,0.0404526036,7
lock-in,152,0.8118089779,0.0404526036,7
lock-in,153,0.8118089779,0.0404526036,7
lock-in,154,0.8118089779,0.0404526036,7
lock-in,155,0.8118089779,0.0404526036,7
lock-in,156,0.8118089779,0.0404526036,7
lock-in,157,0.8118089779,0.0404526036,7
lock-in,158,0.8118089779,0.0404526036,7
lock-in,159,0.8118089779,0.0404526036,7
lock-in,160,0.8118089779,0.0404526036,7
lock-in,161,0.8118089779,0.0404526036,7
lock-in,162,0.8118089779,0.0404526036,7
lock-in,163,0.8118089779,0.0404526036,7
lock-in,164,0.8118089779,0.0404526036,7
lock-in,165,0.8118089779,0.0404526036,7
lock-in,166,0.8118089779,0.0404526036,7
lock-in,167,0.8118089779,0.0404526036,7
lock-in,168,0.8118089779,0.0404526036,7
lock-in,169,0.8118089779,0.0404526036,7
lock-in,170,0.8118089779,0.0404526036,7
lock-in,171,0.8118089779,0.0404526036,7
lock-in,172,0.8118089779,0.0404526036,7
lock-in,173,0.8118089779,0.0404526036,7
lock-in,174,0.8118089779,0.0404526036,7
lock-in,175,0.8118089779,0.0404526036,7
lock-in,176,0.8118089779,0.0404526036,7
lock-in,177,0.8118089779,0.0404526036,7
lock-in,178,0.8118089779,0.0404526036,7
lock-in,179,0.8118089779,0.0404526036,7
lock-in,180,0.8118089779,0.0404526036,7
lock-in,181,0.8118089779,0.0404526036,7
lock-in,182,0.8118089779,0.0404526036,7
lock-in,183,0.8118089779,0.0404526036,7
lock-in,184,0.8118089779,0.0404526036,7
lock-in,185,0.8118089779,0.0404526036,7
lock-in,186,0.8118089779,0.0404526036,7
lock-in,187,0.8118089779,0.0404526036,7
lock-in,188,0.8118089779,0.0404526036,7
lock-in,189,0.8118089779,0.0404526036,7
lock-in,190,0.8118089779,0.0404526036,7
lock-in,191,0.8118089779,0.0404526036,7
lock-in,192,0.8118089779,0.0404526036,7
lock-in,193,0.8118089779,0.0404526036,7
lock-in,194,0.8118089779,0.0404526036,7
lock-in,195,0.8118089779,0.0404526036,7
lock-in,196,0.8118089779,0.0404526036,7
lock-in,197,0.8118089779,0.0404526036,7
lock-in,198,0.8118089779,0.0404526036,7
lock-in,199,0.8118089779,0.0404526036,7
lock-in,200,0.8118089779,0.0404526036,7
oscillation,0,0.4823832765,0.4650849174,7
oscillation,1,0.1562917085,0.1308273883,7
oscillation,2,0.7319050402,0.6679078427,7
oscillation,3,0.0385951735,0.0182847357,7
