project,source_id,topic_id,url,export_path,block_number,raw_sha256,plain_body_sha256,date_header,review_date,review_scope
ant,<c47e7388-62df-4744-b884-70cf77cd3a07@alaska.gov>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=oc7y80pd3sh6r7wcy7g30z8y6113pt9f,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,52,6c65b1025ce73f5eebb62047713368fcc25b409b5c5c3f2b4e89aa5db37dde69,8e5d6393f1c22dc4cc5e5281b17608937d20e6698f30b7e22bd2a63c34702684,"Tue, 22 Aug 2023 10:15:58 -0800",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAJqChD2+qVJe1PRaCXZ3AQW4zg4jz+5FhRfZO3v7_P9Vjtwtjg@mail.gmail.com>,topic-f635825f7119a7a7,https://lists.apache.org/api/source.lua?id=8vzpod8ls57hbxdw5b0y73n2qcxhfrcm,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,53,a433cce7a12ad647b80facfd7043031e71d04e3c5448bb9c200a42e48ef7b907,2be3ff1cd3252f37506fd73284b3f58e169a5bd370bd95715b285d63fbe0d49d,"Tue, 22 Aug 2023 11:20:50 -0700",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<cc6acd1c-384c-5775-f3e4-c26d547d03b7@apache.org>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=px2o7yjyjonr8qqmp0cf4wxgbz8wq95p,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,54,3a68e838f0f0e0ade3f3fef776dfb3d809411572a1cdf1e84d7e02c5034b4a54,96a6a846bddb92c22ac85ee83abb380e726b0b4f797ec9a9b2249f61c97448af,"Wed, 23 Aug 2023 06:50:45 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAGwRHE1RqXOK+cWoKqiSfqkQckSF8YUKxr0AU58W2n2aASCEgA@mail.gmail.com>,topic-f635825f7119a7a7,https://lists.apache.org/api/source.lua?id=4yfpck304doc4s33n6d2yp5fdbl1zvrd,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,55,333c65149ae40776edd2b6cf8c8ed76a439ad0fe8cf7b3dcaf2b8a9cf2241dbc,a24702a044759ec2b126445b4d8a137a2163dad72940557c43ae0dfcb915b276,"Wed, 23 Aug 2023 13:38:29 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CABLdh4ZjYoxUK6FAJua_k=BNYoAd6snKWz-+WD5TnMMWV8TPEQ@mail.gmail.com>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=94hryyf42z1f1lcq0l8jl6486gt8t374,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,56,5793996d5e276d2ee094c69e69cfa7be0661a1adcbaa877af9b59d67f63fc8a9,5dbaf4829ea42e76bb717596cc85b76f12f1c4bbe98836b1436c1a132cbaac2e,"Wed, 23 Aug 2023 20:56:29 +1000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87r0nn47xy.fsf@v45346.1blu.de>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=2m59bstb6vk3gkynkgp5jkh7wkff7kcj,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,58,a53c1660506a4e70e26a170d531cc8fc1cde877b646cd54067493ca27b3728a1,5acd1f13b40b7c0ab914f5b97a7a94d4bcb7d3546deb651175910de1b3205617,"Mon, 28 Aug 2023 15:23:21 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87msyb474f.fsf@v45346.1blu.de>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=d1rlr45pj31wgkgpplrnpkcmdzmyz9wk,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,59,9e98501c5f8a8fa0e5411a9ce20327d562366fdcae0e88b8ab7e416b4f7b7088,989f4a016e864beb30a1d045a49364b5cfda7020a3d7cc197e519eeadb3139df,"Mon, 28 Aug 2023 15:41:04 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CACZkXPzLV5Wnx3U+qbx9WdEwVE4tKn365J0Ka=_DY7XH9GbYSA@mail.gmail.com>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=t798j1r6dzkc5b65q60qwt8410lqcs55,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,60,2336d6238e3f1e3c9a61a2defb4e737d1b9ca9acbc7222a39fdea1acf0171dd4,4fa26795447d0ae60fe5e6a31e37f76e063e1d63d308dd8a41bc4aaa1461759d,"Mon, 28 Aug 2023 09:44:33 -0400",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<DM6PR19MB3739B3A76B5F8E26031882FE85E0A@DM6PR19MB3739.namprd19.prod.outlook.com>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=618swjtogfcthpvswg11d62wwd8df5gl,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,61,193b3a6727137170bceac9749509679f55edb5aae6ad983f701985e494423a11,bae57f43eea44c32a697dcb0d8ebe0e4bdde553c92f47fb0603093aa859372a1,"Mon, 28 Aug 2023 14:43:04 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87jztegi03.fsf@v45346.1blu.de>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=lhbc6mvh068dp7jx9r2o3rnjvfddovgn,research/data/asf-access-2026-09-21/sources/ant-2023-08.mbox.gz,62,3f0bea797d17e4b2c036e69b3036c1fe992e633f1b191a8bbf2154baac9a3403,7cef383ca88cba09239a10564215302a03ba272e06a28f827e7ca5578e5a82d3,"Tue, 29 Aug 2023 14:17:32 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<35913106-012F-4768-9336-6AB44EEB0818@hibnet.org>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=b78fcmdlgvodwrrcgjv33rwn3f20rjlw,research/data/asf-access-2026-09-21/sources/ant-2023-09.mbox.gz,2,a2e5a32e16f05a47a88a1c7890fcbc0c36bce2c339e4f5bdbe197ee041f0bcf6,97d79da8408429b1fe98b6f4cd560f798f56c4dd287cfe52af62facea72ae777,"Tue, 05 Sep 2023 18:52:38 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<3e2f89c0-67e5-08f4-df89-67dbef8c8527@apache.org>,topic-d4c548456c799a16,https://lists.apache.org/api/source.lua?id=ps4v2ropb1cv07cs1yt9xcmh0m82zlj4,research/data/asf-access-2026-09-21/sources/ant-2023-09.mbox.gz,5,b825659a16fa11d430244429394c6d4b24f88ab4772848a56b6905438c5c1d4f,2e678004b1e4621521ccbdb7ed6a83694e3787ea4de97607a57303314be013ba,"Fri, 08 Sep 2023 11:15:25 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87h6o5w4fi.fsf@v45346.1blu.de>,topic-d4c548456c799a16,https://lists.apache.org/api/source.lua?id=nv0rbg0qct505prgfk5rd5t8sroddtfh,research/data/asf-access-2026-09-21/sources/ant-2023-09.mbox.gz,6,720a98ca299bd166ba27a34a1d5903294785454b81f5596c8903a61244459d27,4a8d67b9950f68014ad10d078dc4b8ba58321670e86143e11d9940def2b4d197,"Fri, 08 Sep 2023 08:43:29 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<2706f0b1-fec4-cf03-178c-0833c6e70d33@apache.org>,topic-d4c548456c799a16,https://lists.apache.org/api/source.lua?id=qk9vjc4d1ykc1vgt0sd2jnsyor2b9vtr,research/data/asf-access-2026-09-21/sources/ant-2023-09.mbox.gz,8,4e71d6090146b6ed49a676360ccab2bd868c349b9237e499902bea6c6d875817,a2826007575a2ed729b5bef7159238db313ca1fc96242ed6b5cc4174f330e673,"Mon, 11 Sep 2023 21:20:32 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87zg1qoxyx.fsf@v45346.1blu.de>,topic-d4c548456c799a16,https://lists.apache.org/api/source.lua?id=ht40pp8ggzvrr1dzfpwohzm3ly6nj463,research/data/asf-access-2026-09-21/sources/ant-2023-09.mbox.gz,13,0463ec364aae31140a74e5600cf032eef04f65f369f0afd13d1de2af2aed2462,7fbf9b32732987e4f7aa45b41b60c141cb31993c88b58c31e54f0e265982c87e,"Wed, 13 Sep 2023 18:10:46 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87bkbp3bpd.fsf_-_@v45346.1blu.de>,topic-71d6e7dc02ea1979,https://lists.apache.org/api/source.lua?id=zktymo3ymmkk5wdy7pqzdnlk9dzzh9qm,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,14,12e547b32429eb1541ee74981c224940fc98400b932bb6273390e232ea9bf90b,684458008ab0c5b76912e592fc284d1a169f9023f5d70de31f83e99de36e0779,"Sun, 19 Nov 2023 18:16:46 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<877cmd3ao2.fsf@v45346.1blu.de>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=8nw2lmr4y59vmjj225mrjp6qzl6cywsk,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,15,df9f05a99a4057a0fd77ffeffb3ecf5eb5c6faf172719620dac713b68a9dd4e4,087d73e2f361b7ca0c7fc1cb850ba8c1ceca0e02c512e3ed2601454b685d47cb,"Sun, 19 Nov 2023 18:39:09 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<8734x13ajs.fsf@v45346.1blu.de>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=3yrmz39h52jwb04sotpcw9cllpg8khd6,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,16,41ebd6ca3cba6c03f79618dea308f208ec886724a3924e641966a6437e96dc3d,203225740419627042bf98fa59872c68fc61b3c9e026ba8e9c114da59b1cbc11,"Sun, 19 Nov 2023 18:41:43 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<a2867c75-60f0-483a-b1c6-2c09adb6aac3@apache.org>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=ol37w900bys4hwtqofk2o5c46lm1cnbw,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,17,ce6768bac5ee99fc2cb90b7b6c842a1a90320dcc18a06fbebf55f620377ef9d4,06cb7e087a35a6b7767b0f50497d924c11b0119bd06dbb2ffa25fa2ca3d337e0,"Mon, 20 Nov 2023 09:20:20 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<ea133f93-95f5-43a1-93bd-e409a5e843e4@famkruithof.net>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=md3w96fgvggvn66702h3t87blj79d9vv,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,18,6ecd206405606a698c7c0aaab8ada092b95839dc37e184e8793475ac81441683,9bc809138d816b7b7c7e15eafb46b8af308af48121521bc3c28b719387326304,"Mon, 20 Nov 2023 07:18:28 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<B3AA3A4C-BCD9-46EA-922F-75135D7FBEA9@hibnet.org>,topic-71d6e7dc02ea1979,https://lists.apache.org/api/source.lua?id=0tfysmxtcf0c19g2wsnj69yr3yy1vbk6,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,19,fb1887f8d19a9b858df55f6e35fd0acbf93c01998f3753c089cef1771c469590,fc8036ebd8d6a49ec134babf32d14a61785a6891a118dc74c9a4dd3587d321c3,"Mon, 20 Nov 2023 15:28:26 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<2911E265-8DAB-4C35-BFAA-750BAE2E679A@hibnet.org>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=tb1xxp25c2bfmtkjh7vdr2g22kv8tjol,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,20,15a1553420a896946e36b438ee4d038e43e1c03cc82ff7b17d128f1b0b07b7de,415b015c17de21f032a2f8dac582f0ebf5b8a1039da1940557832f4379e7172c,"Mon, 20 Nov 2023 15:35:19 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<0c0e6fb4-e5b5-6061-989c-4283136eac39@alaska.gov>,topic-71d6e7dc02ea1979,https://lists.apache.org/api/source.lua?id=r5oy5p5o5mqbyq0zxmy21thf76b865cm,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,21,89c81dfd81e3ccd1e5e27538a90ae86fa24a884b081d229ffebffb125dbb5235,c0832b3d757bfef566557dd2f261907228a07345ddb7ff359ed340eb5ab6d484,"Mon, 20 Nov 2023 11:53:20 -0900",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<38285780.3395507.1700555639680@mail.yahoo.com>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=5bqywl9s1pnkjvs773sz9hjcp4pcynfs,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,23,591a4e3a30e0e4a3c714612ca7806dbd34dd94703c0a4106c372fc316edec976,5f9c386fffb57bb4317652de78156c1a610e70cbd9c9301064f35402b9516fe6,"Tue, 21 Nov 2023 08:33:59 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAFCRh--VAmuJLDJDk0_Ba2jPp+LBp-k2GTa0EYpXtafYR98JiA@mail.gmail.com>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=xovvvddr3swdzby3r3k2q4v1t5np2yb5,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,24,6bea427947ef23e170dec0a39a2e345e107dc943f1d211f175c0ec16193da24b,d37a377c5e173c295563d0928406d15ab33ec7b8347c5c2500746a2dc1e3aa67,"Tue, 21 Nov 2023 09:35:58 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<878r6p1xqs.fsf@v45346.1blu.de>,topic-e69359849fbcf554,https://lists.apache.org/api/source.lua?id=2xoo59h0p9m9rly13xbkc9hccloqwsmt,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,26,b7287f9bf8d2d26dd74fcf2cf70b5ed4cf45ff861f2948c4502fd1436472ca20,c7dfd2c86ec0de417eff58cf4e989836c2b7c3a17da6543f4f0569ff7814e08d,"Wed, 22 Nov 2023 18:52:43 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<874jhd1xip.fsf@v45346.1blu.de>,topic-c19afd175af8cf8e,https://lists.apache.org/api/source.lua?id=1wq32t57xtjcpd11nlj53fqfhdkjn15g,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,27,0c616dbeab831963a6b808aa91fdaff5c6061764ac94ad046c0342ccb665038c,70f79dad6a035c52cef2c96bcad6fd20d05014dee5e045f3eda7ffa693f47ba7,"Wed, 22 Nov 2023 18:57:34 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87zfz5q6px.fsf@v45346.1blu.de>,topic-c19afd175af8cf8e,https://lists.apache.org/api/source.lua?id=0vs2k2lxolt2vor727och72hxfzfps85,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,28,c9dc1c96791a370453b8e78bbed5bd4986819f85ee7ea297cba2a18232c0aacf,ede8b4bb96988922804a678e9d9ee9435ebd261e76c67d953cbf1dd317cbc833,"Thu, 23 Nov 2023 08:17:14 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87v89tq6mg.fsf@v45346.1blu.de>,topic-754b30198bbbb341,https://lists.apache.org/api/source.lua?id=f8yfh8hqbchntsd7g7ycjcqvc157ymfv,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,29,e29b277e80048af768d5f60e11209f243c17487d5e34c482a552aa237dce1f1f,7b91f5cd9d942a2dadc3cd820a35dc0c59d6146bc84ab964e7886018f4a586d4,"Thu, 23 Nov 2023 08:19:19 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<3ec6f553-facd-401c-8b1c-cda2cff1ca4e@apache.org>,topic-754b30198bbbb341,https://lists.apache.org/api/source.lua?id=33nl7xgw2fwhzz6n7lq1m61f0plto0r0,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,30,fc215d52e8f64d5f189df2a1fa347bb1a457a68b9941f0e0387e7b7bd9923875,7ec2eb7a722e6d71831d64c0155545326cea9ae5ccb3f0a6b5e6ac21b1e392d5,"Thu, 23 Nov 2023 13:24:37 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAFCRh-9+DwZwtuANmgZ3_ubAmeR_002WXnwQamPv=SZium9DGA@mail.gmail.com>,topic-754b30198bbbb341,https://lists.apache.org/api/source.lua?id=42b8mdqz91x7bz4yhdvxgs5t3lxz9jpz,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,31,369e91abbbf7b81de2bc2250e0e78e4f2a9eddbf5a2202677d0d60dd73e8307e,87e8730aa1bf985260d5c708be5d40a86159f1f283685d5ce27c6501802d5ac8,"Thu, 23 Nov 2023 10:29:24 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<A815F423-E94F-42AD-8594-B121E6C30F74@hibnet.org>,topic-754b30198bbbb341,https://lists.apache.org/api/source.lua?id=ws0b516w2v5l3xj9714zcy45h60lflk8,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,32,3a19e2b15c5bb94e8451eb119309652d8c8ee50cec2d5686e127b7f0b9720809,96f4bbd8d06e242e644f621e7a0866cebf06e06a0138b1fb423cdf44de65869f,"Thu, 23 Nov 2023 18:08:31 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<869543697.3984808.1700776131780@mail.yahoo.com>,topic-754b30198bbbb341,https://lists.apache.org/api/source.lua?id=scv1hxvoozs2jcwj27k2kg8jhyj4jjqs,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,33,44e043fc0a8c3b28ed410730314dde196fa770098aa7aac2a1de695cb5bb35e5,14740da0f45ed6d4a6cd626fa3f4b39c8f8d374b9dfe6d3ecc18c7650577c994,"Thu, 23 Nov 2023 21:48:51 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<0d941b5b-ad95-44bb-b924-9b2549a043a6@famkruithof.net>,topic-754b30198bbbb341,https://lists.apache.org/api/source.lua?id=yxdqyc63k5tt197dpg1g730pzft569qb,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,34,70dd5442ce33a78b0e30b5a6ee9805028757f9f43708ff672adc5257fcb5c7e6,012378e572f2d289f5b424ed271af1e37a5a44734fbc0330263326dcad841b35,"Thu, 23 Nov 2023 22:57:53 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87jzq4y210.fsf@v45346.1blu.de>,topic-9cb0a09162a705bf,https://lists.apache.org/api/source.lua?id=wo32q8s8o8z9m126gz3m533q2fnqq21o,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,36,367a153d13117c6646c31ec613e37f956a499b0c9025d42def2f9bb5ba14796d,43d0bfd9b2af0e95f2802e8a0dcb691798409f41e9d4074470f50f42f68797fb,"Sun, 26 Nov 2023 16:20:27 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87fs0sy08o.fsf@v45346.1blu.de>,topic-9cb0a09162a705bf,https://lists.apache.org/api/source.lua?id=35nz4p52odn960w5fon5jbklwtz2bgdd,research/data/asf-access-2026-09-21/sources/ant-2023-11.mbox.gz,37,76c438ceb603c3c47136c4705bf40e99561e486ca80484e4301b9be7ab7d795d,1397a26138f7e38a11e508fa6c77a24f7ad2a6d1e04f9dbe084543b09ec9382a,"Sun, 26 Nov 2023 16:59:03 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<pony-d9075537-04f1-4737-b7db-f831dcb0d544-dev@ant.apache.org>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=pxxz4g9mdtlso7r2fvqz28f1lpj1rnhb,research/data/asf-access-2026-09-21/sources/ant-2023-12.mbox.gz,2,7f163a4f6a911fa7ab965ffc2b5abb3630961a61ba2e0b73c73cec40c4245bfc,d2c53c92f552656da4c11b53917a897e4fe478e65ea5bc47012b3bae09b284b4,"Mon, 04 Dec 2023 16:15:51 -0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CA+-7m9r2t+LdoX4k0wYOA8-DjGpGpf65=QRzB+mCoWThPAsJZw@mail.gmail.com>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=09p11qo0q8mrsg0rbyywh92s1g5txzqq,research/data/asf-access-2026-09-21/sources/ant-2023-12.mbox.gz,3,e03b98958ebb2c231418f422e721a99c2deed98876ecf9837dd8090cd4807c3b,ee9cfb52286f300a0f0a661b165130d0f2836af4facf82fc54f2482f279a9d3e,"Mon, 04 Dec 2023 13:02:39 -0600",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<8734whg0i4.fsf@v45346.1blu.de>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=9mw3k72nhdyybk1n3r95wz6ftfyodg8q,research/data/asf-access-2026-09-21/sources/ant-2023-12.mbox.gz,4,e538d6b798d747ce5996606dbcab5793613548913aacfc9b4ddf7cc6ac7ec359,b8448ed7ccccc004f366122d82d842c77a7fa2e349ad18f23c9f56bfa71bb5e8,"Mon, 04 Dec 2023 21:45:39 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<8d6ca10f-9a8f-418b-944c-5fb31e8a1673@apache.org>,topic-a329870759fa3aba,https://lists.apache.org/api/source.lua?id=9rs9k12vts5v0cqb8hj2k6v4f12cwlc1,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,4,d586b9b0f438bb9089737e87b1c2f757a6738bc006fe7df254224dbcc41c75ad,0dc1410773034bf2417d49a0768eab271729dcb37cc551947cbc175834551c5f,"Wed, 12 Jun 2024 10:55:27 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
